sample	hla	p_ijk	pi
Apher1	HLA-A03:01	1.052e+03	8.523e-01
Apher1	HLA-A29:02	1.260e+01	1.444e-02
Apher1	HLA-B44:02	2.700e+01	3.633e-02
Apher1	HLA-B44:03	9.590e+01	9.555e-02
Apher1	HLA-C12:03	4.545e-02	3.380e-04
Apher1	HLA-C16:01	2.245e-01	1.014e-03
Apher6	HLA-A02:01	7.579e+00	2.459e-02
Apher6	HLA-A03:01	2.528e+02	6.527e-01
Apher6	HLA-B07:02	1.197e+02	3.223e-01
Apher6	HLA-C07:02	3.967e-03	3.954e-04
Bcell	HLA-A01:01	1.816e+01	1.151e-02
Bcell	HLA-A03:01	6.514e+02	2.522e-01
Bcell	HLA-B07:02	6.213e+02	2.556e-01
Bcell	HLA-B27:05	1.234e+03	4.780e-01
Bcell	HLA-C02:02	5.411e-02	2.167e-04
Bcell	HLA-C07:01	1.095e+00	2.458e-03
CA46	HLA-A26:03	3.330e-05	8.081e-06
CA46	HLA-B27:04	4.253e+02	9.164e-01
CA46	HLA-C12:02	3.068e+01	8.360e-02
CD165	HLA-A02:05	5.249e+02	4.571e-01
CD165	HLA-A24:02	2.294e+00	6.483e-03
CD165	HLA-B15:01	4.719e+02	4.726e-01
CD165	HLA-B50:01	3.347e+01	5.661e-02
CD165	HLA-C03:03	5.308e-02	3.633e-04
CD165	HLA-C06:02	2.336e+00	6.885e-03
CM467	HLA-A01:01	1.696e+01	1.977e-02
CM467	HLA-A24:02	5.056e+00	8.274e-03
CM467	HLA-B13:02	1.287e+03	8.505e-01
CM467	HLA-B39:06	1.332e+02	1.186e-01
CM467	HLA-C06:02	8.453e-01	2.508e-03
CM467	HLA-C12:03	3.476e-02	2.630e-04
Fibroblast	HLA-A03:01	1.710e+02	1.842e-01
Fibroblast	HLA-A23:01	5.403e+00	1.097e-02
Fibroblast	HLA-B08:01	1.820e+01	2.044e-02
Fibroblast	HLA-B15:18	2.016e+00	6.182e-03
Fibroblast	HLA-C07:02	2.798e-02	5.146e-04
Fibroblast	HLA-C07:04	8.133e+02	7.777e-01
GD149	HLA-A01:01	5.090e+01	3.988e-02
GD149	HLA-A24:02	2.894e+00	4.657e-03
GD149	HLA-B38:01	1.392e+03	6.875e-01
GD149	HLA-B44:03	4.526e+02	2.643e-01
GD149	HLA-C06:02	1.642e+00	3.474e-03
GD149	HLA-C12:03	3.517e-02	2.099e-04
HCC1143	HLA-A31:01	4.930e+02	8.710e-01
HCC1143	HLA-B35:08	6.307e+00	2.654e-02
HCC1143	HLA-B37:01	4.141e+01	9.527e-02
HCC1143	HLA-C04:01	1.214e-02	2.546e-04
HCC1143	HLA-C06:02	1.274e+00	6.887e-03
HCC1937	HLA-A23:01	8.014e+01	1.060e-01
HCC1937	HLA-A24:02	2.465e+01	3.673e-02
HCC1937	HLA-B07:02	4.541e+02	4.152e-01
HCC1937	HLA-B40:01	4.548e+02	4.396e-01
HCC1937	HLA-C03:04	6.991e-02	4.649e-04
HCC1937	HLA-C07:02	1.718e-01	1.975e-03
HCT116	HLA-A01:01	9.441e+01	1.328e-01
HCT116	HLA-A02:01	3.325e+02	3.555e-01
HCT116	HLA-B18:01	4.964e+01	6.284e-02
HCT116	HLA-B45:01	3.761e+02	4.387e-01
HCT116	HLA-C05:01	3.041e+00	8.669e-03
HCT116	HLA-C07:01	2.848e-01	1.448e-03
HEK293	HLA-A03:01	1.014e+03	9.838e-01
HEK293	HLA-B07:02	1.328e+01	1.592e-02
HEK293	HLA-C07:02	5.854e-03	2.437e-04
HL-60	HLA-A01:01	2.709e-01	8.002e-04
HL-60	HLA-B57:01	1.249e+03	9.906e-01
HL-60	HLA-C06:02	4.592e+00	8.605e-03
HLA-A01:01	HLA-A01:01	1.372e+03	1.000e+00
HLA-A02:01	HLA-A02:01	1.850e+03	1.000e+00
HLA-A02:03	HLA-A02:03	1.790e+02	1.000e+00
HLA-A02:04	HLA-A02:04	3.100e+02	1.000e+00
HLA-A02:05	HLA-A02:05	3.500e+01	1.000e+00
HLA-A02:07	HLA-A02:07	4.550e+02	1.000e+00
HLA-A02:14	HLA-A02:14	1.000e+00	1.000e+00
HLA-A03:01	HLA-A03:01	6.550e+02	1.000e+00
HLA-A11:01	HLA-A11:01	3.820e+02	1.000e+00
HLA-A23:01	HLA-A23:01	3.000e+00	1.000e+00
HLA-A24:02	HLA-A24:02	1.052e+03	1.000e+00
HLA-A24:06	HLA-A24:06	2.600e+01	1.000e+00
HLA-A24:13	HLA-A24:13	1.300e+01	1.000e+00
HLA-A26:01	HLA-A26:01	3.000e+01	1.000e+00
HLA-A26:03	HLA-A26:03	1.000e+00	1.000e+00
HLA-A29:02	HLA-A29:02	1.157e+03	1.000e+00
HLA-A30:01	HLA-A30:01	2.000e+00	1.000e+00
HLA-A30:02	HLA-A30:02	1.000e+00	1.000e+00
HLA-A31:01	HLA-A31:01	3.280e+02	1.000e+00
HLA-A32:01	HLA-A32:01	5.400e+01	1.000e+00
HLA-A66:01	HLA-A66:01	8.000e+00	1.000e+00
HLA-A66:02	HLA-A66:02	3.000e+00	1.000e+00
HLA-A68:01	HLA-A68:01	2.000e+00	1.000e+00
HLA-A68:02	HLA-A68:02	3.290e+02	1.000e+00
HLA-B07:02	HLA-B07:02	2.080e+03	1.000e+00
HLA-B08:01	HLA-B08:01	6.930e+02	1.000e+00
HLA-B13:01	HLA-B13:01	9.000e+00	1.000e+00
HLA-B13:02	HLA-B13:02	6.000e+00	1.000e+00
HLA-B14:02	HLA-B14:02	3.300e+01	1.000e+00
HLA-B14:03	HLA-B14:03	1.000e+00	1.000e+00
HLA-B15:01	HLA-B15:01	1.086e+03	1.000e+00
HLA-B15:02	HLA-B15:02	3.890e+02	1.000e+00
HLA-B15:08	HLA-B15:08	2.000e+00	1.000e+00
HLA-B15:10	HLA-B15:10	1.000e+00	1.000e+00
HLA-B15:11	HLA-B15:11	1.400e+01	1.000e+00
HLA-B15:17	HLA-B15:17	2.000e+00	1.000e+00
HLA-B15:42	HLA-B15:42	1.000e+00	1.000e+00
HLA-B18:01	HLA-B18:01	1.450e+02	1.000e+00
HLA-B18:03	HLA-B18:03	1.900e+01	1.000e+00
HLA-B27:01	HLA-B27:01	4.360e+02	1.000e+00
HLA-B27:02	HLA-B27:02	2.260e+02	1.000e+00
HLA-B27:03	HLA-B27:03	1.100e+01	1.000e+00
HLA-B27:04	HLA-B27:04	3.000e+01	1.000e+00
HLA-B27:05	HLA-B27:05	2.890e+02	1.000e+00
HLA-B27:06	HLA-B27:06	2.600e+01	1.000e+00
HLA-B27:07	HLA-B27:07	4.900e+01	1.000e+00
HLA-B27:08	HLA-B27:08	8.100e+01	1.000e+00
HLA-B27:09	HLA-B27:09	3.950e+02	1.000e+00
HLA-B35:01	HLA-B35:01	2.740e+02	1.000e+00
HLA-B35:02	HLA-B35:02	2.000e+00	1.000e+00
HLA-B35:03	HLA-B35:03	1.000e+01	1.000e+00
HLA-B35:04	HLA-B35:04	1.000e+00	1.000e+00
HLA-B35:06	HLA-B35:06	1.000e+00	1.000e+00
HLA-B35:08	HLA-B35:08	2.200e+01	1.000e+00
HLA-B37:01	HLA-B37:01	5.000e+00	1.000e+00
HLA-B38:01	HLA-B38:01	1.000e+00	1.000e+00
HLA-B39:01	HLA-B39:01	1.330e+02	1.000e+00
HLA-B39:06	HLA-B39:06	5.600e+01	1.000e+00
HLA-B39:24	HLA-B39:24	2.800e+01	1.000e+00
